pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_eqt,st_rad,st_mass,st_teff,sy_dist,ra,dec,download_date
TOI-1794 b,TOI-1794,1,1,Transit,2024,8.765528,0.082,3.29701268,0.29414028,8.7,0.0273732611949944,992.91,1.3162,0.9698,5631.0,155.791,203.3974857,49.0608433,2025-08-09T19:18:00.766493
TOI-1798.02,TOI-1798,1,2,Transit,2024,0.437811822,0.010789,1.464,0.13060956,5.6,0.0176195704243642,1935.83,0.78,0.87,5165.0,113.181,211.0939367,46.5192825,2025-08-09T19:18:00.766494
TOI-1798.01,TOI-1798,1,2,Transit,2024,8.021522331,0.074984,2.448,0.21839631,6.5,0.0204512870997085,734.31,0.78,0.87,5165.0,113.181,211.0939367,46.5192825,2025-08-09T19:18:00.766496
TOI-1799 b,TOI-1799,1,1,Transit,2024,7.094570865,0.072502,1.642,0.14648968,4.0,0.0125854074459745,922.72,0.957,1.01,5690.0,62.1274,167.2329152,34.3030149,2025-08-09T19:18:00.766497
TOI-1801 b,TOI-1801,2,1,Transit,2023,10.64387,0.075,2.079,0.186,5.738,0.0180537669812504,493.7,0.547,0.556,3863.0,30.6796,175.5755995,23.0270335,2025-08-09T19:18:00.766498
TOI-1803 b,TOI-1803,1,2,Transit,2025,6.293287,0.06,2.99,0.26675039,10.32,0.0324703512106141,747.0,0.715,0.756,4687.0,119.24,178.0461054,35.1718001,2025-08-09T19:18:00.766500
TOI-1803 c,TOI-1803,1,2,Transit,2025,12.885779,0.097,4.29,0.38272882,8.0,0.0251708148919489,588.0,0.715,0.756,4687.0,119.24,178.0461054,35.1718001,2025-08-09T19:18:00.766501
TOI-1806.01,TOI-1806,1,1,Transit,2024,15.1454693,0.087735044,3.4095367,0.30384891,,,337.47,0.401575,0.392935,3272.0,55.5211,166.1181474,30.4585763,2025-08-09T19:18:00.766504
TOI-1807 b,TOI-1807,1,1,Transit,2021,0.54937097,0.0122,1.49681583,0.13353719,2.44,0.00767709854204442,1694.1,0.746,0.8048,4914.0,42.5775,201.2826259,38.9223671,2025-08-09T19:18:00.766505
TOI-181 b,TOI-181,1,1,Transit,2023,4.532,0.0539,6.9559,0.6339,46.1687,0.1452,895.1,0.745,0.822,4994.0,96.2338,352.1725409,-34.4914099,2025-08-09T19:18:00.766506
TOI-1811 b,TOI-1811,1,1,Transit,2023,3.7130765,0.04389,11.14172682,0.994,308.929211604,0.972,962.2,0.769,0.817,4766.0,128.23,188.9223576,27.2143766,2025-08-09T19:18:00.766508
TOI-1820 b,TOI-1820,1,1,Transit,2022,4.860674,0.061,12.778238,1.14,731.0053361,2.3,1375.0,1.51,1.04,5734.0,248.504,187.6867207,27.4520016,2025-08-09T19:18:00.766509
TOI-1823 b,TOI-1823,1,1,Transit,2024,38.8,0.212,7.5406241,0.67273058,67.4,0.21206411546467,423.63,0.8049,0.8414,4927.0,71.6456,196.2197201,63.753261,2025-08-09T19:18:00.766510
TOI-1824 b,TOI-1824,1,1,Transit,2024,22.808533,0.151,2.7438269,0.24478826,16.0,0.0503416297838978,528.67,0.8123,0.8801,5165.0,59.4314,197.7312286,61.7448492,2025-08-09T19:18:00.766512
TOI-1836 c,TOI-1836,1,2,Transit,2024,1.7727471,0.03089,2.59987579,0.23194578,8.0,0.0251708148919489,2007.6,1.6454,1.2518,6237.0,191.649,245.9079242,54.6900774,2025-08-09T19:18:00.766513
TOI-1836 b,TOI-1836,1,2,Transit,2024,20.380799,0.1597,8.00321222,0.714,38.457237247,0.121,966.0,1.577,1.307,6380.0,191.649,245.9079242,54.6900774,2025-08-09T19:18:00.766515
TOI-1842 b,TOI-1842,1,1,Transit,2021,9.5739181,0.1,12.3485023,1.10166148,89.4,0.281283856417529,1199.55,2.032,1.4643,6039.0,223.465,201.9626552,9.0306437,2025-08-09T19:18:00.766517
TOI-1846 b,TOI-1846,1,1,Transit,2025,3.9306737,0.03646,1.792,0.15987181,,,568.1,0.397,0.418,3568.0,47.2496,257.9549645,54.5278483,2025-08-09T19:18:00.766519
TOI-1853 b,TOI-1853,1,1,Transit,2023,1.2436258,0.0213,3.46,0.30868106,73.2,0.230312956261333,1479.0,0.808,0.837,4985.0,165.105,211.4593468,16.9923703,2025-08-09T19:18:00.766520
TOI-1855 b,TOI-1855,1,1,Transit,2024,1.36414864,0.02398,18.49481816,1.65,360.099585131,1.133,1701.0,1.041,0.987,5359.0,176.833,205.3539534,17.6868719,2025-08-09T19:18:00.766521
TOI-1859 b,TOI-1859,1,1,Transit,2023,63.48347,0.337,9.75181321,0.87,,,615.0,1.36,1.287,6341.0,224.385,279.8317644,69.5228726,2025-08-09T19:18:00.766523
TOI-1860 b,TOI-1860,1,1,Transit,2022,1.0662107,0.0204,1.31,0.11687057,,,1885.0,0.94,0.99,5752.0,45.864,226.4567308,64.0476821,2025-08-09T19:18:00.766524
TOI-1883 b,TOI-1883,1,1,Transit,2024,4.50638,0.0468,5.65,0.50406011,,,524.92,0.494,0.492,3477.0,115.369,134.0892456,-12.9306438,2025-08-09T19:18:00.766526
TOI-1898 b,TOI-1898,1,1,Transit,2024,45.52234,0.269,9.39553231,0.83821469,129.0,0.405879390132676,674.54,1.6131,1.2484,6241.0,79.6682,144.5553,23.5467464,2025-08-09T19:18:00.766527
TOI-1899 b,TOI-1899,1,1,Transit,2020,29.090312,0.1525,11.09689089,0.99,212.94503269,0.67,378.0,0.607,0.632,3926.0,128.438,299.4268472,40.1433462,2025-08-09T19:18:00.766528
TOI-1937 A b,TOI-1937 A,2,1,Transit,2023,0.94667944,0.01932,13.97759893,1.247,638.83509807,2.01,2097.0,1.08,1.072,5814.0,415.135,116.3707214,-52.3832587,2025-08-09T19:18:00.766530
TOI-198 b,TOI-198,1,1,Transit,2023,10.2152,0.1,1.44,0.12846842,,,368.0,0.441,0.467,3650.0,23.7262,2.2715087,-27.1217452,2025-08-09T19:18:00.766531
TOI-199 b,TOI-199,1,2,Transit,2023,104.854,0.4254,9.07927437,0.81,54.03082919,0.17,358.0,0.82,0.936,5255.0,102.27,80.1058735,-59.8954326,2025-08-09T19:18:00.766533
TOI-199 c,TOI-199,1,2,Transit Timing Variations,2023,273.69,0.807,11.4,1.01,88.99195396,0.28,,0.82,0.936,5255.0,102.27,80.1058735,-59.8954326,2025-08-09T19:18:00.766534
TOI-1994 b,TOI-1994,1,1,Transit,2024,4.0337142,0.0613,13.67495645,1.22,7024.0077947,22.1,2290.0,2.3,1.86,7700.0,515.603,147.1745753,-51.756564,2025-08-09T19:18:00.766535
TOI-2000 b,TOI-2000,1,2,Transit,2023,3.09833,0.04271,2.7,0.241,11.0,0.0347,1488.0,1.134,1.082,5611.0,175.713,146.3970631,-66.6866307,2025-08-09T19:18:00.766537
TOI-2000 c,TOI-2000,1,2,Transit,2023,9.127055,0.0878,8.14,0.727,81.7,0.257,1038.0,1.134,1.082,5611.0,175.713,146.3970631,-66.6866307,2025-08-09T19:18:00.766538
TOI-2005 b,TOI-2005,1,1,Transit,2025,17.305904,0.16,11.99360935,1.07,2034.1018048,6.4,1221.39,2.02,1.59,7130.0,328.475,164.031654,-43.3766967,2025-08-09T19:18:00.766539
TOI-201 b,TOI-201,1,2,Transit,2021,52.977946,0.3026,11.82547464,1.055,184.34047606,0.58,759.0,1.339,1.316,6394.0,113.825,87.4017825,-54.910423,2025-08-09T19:18:00.766541
TOI-201 c,TOI-201,1,2,Transit Timing Variations,2025,2800.0,4.28,11.13051784,0.993,4513.1633794,14.2,,1.339,1.316,6394.0,113.825,87.4017825,-54.910423,2025-08-09T19:18:00.766542
TOI-2010 b,TOI-2010,1,1,Transit,2023,141.834025,0.5516,11.81426566,1.054,408.727331402,1.286,400.2,1.079,1.112,5929.0,109.19,292.1669417,53.4873694,2025-08-09T19:18:00.766544
TOI-2015 b,TOI-2015,1,2,Transit,2023,3.348237,0.029322,3.309,0.29520972,9.2,0.0289464371257412,530.9,0.3273,0.3041,3297.0,47.3444,232.1326528,27.361073,2025-08-09T19:18:00.766545
TOI-2015 c,TOI-2015,1,2,Transit Timing Variations,2025,5.582796,0.041232,2.93,0.261,8.91,0.0280339950859081,448.0,0.3273,0.3041,3297.0,47.3444,232.1326528,27.361073,2025-08-09T19:18:00.766546
TOI-2019 b,TOI-2019,1,1,Transit,2024,15.3444,0.128,5.33275337,0.47575721,34.4,0.10823450403538,917.46,1.7457,1.1832,5626.0,198.007,234.4317651,48.955206,2025-08-09T19:18:00.766548
TOI-2025 b,TOI-2025,1,1,Transit,2022,8.8720982,0.0892,11.89272852,1.061,1144.1822652,3.6,1166.0,1.459,1.199,5977.0,335.985,282.7952558,82.2454143,2025-08-09T19:18:00.766549
TOI-2031 A b,TOI-2031 A,2,1,Transit,2025,5.71548654,0.066,14.20177855,1.267,254.2627256,0.8,1358.0,1.241,1.174,6490.0,276.105,331.1178077,81.5659509,2025-08-09T19:18:00.766550
TOI-206 b,TOI-206,1,1,Transit,2022,0.7363104,0.0112,1.3,0.11597843,,,910.0,0.35,0.35,3383.0,47.7465,73.7382202,-62.521874,2025-08-09T19:18:00.766552
TOI-2068 b,TOI-2068,1,1,Transit,2024,7.768915,0.0632,1.821,0.16245902,,,520.62,0.535,0.559,3710.0,52.9328,186.27356,60.4183455,2025-08-09T19:18:00.766553
TOI-2076 e,TOI-2076,1,4,Transit,2025,3.0223445,0.0385,1.355,0.1209,,,1138.0,0.796,0.8557,5192.0,41.9091,217.3920159,39.7903991,2025-08-09T19:18:00.766555
TOI-2076 b,TOI-2076,1,4,Transit,2021,10.355235,0.0682,2.39,0.21322189,16.1,0.0506562649700472,738.0,0.774,0.883,5201.0,41.9091,217.3920159,39.7903991,2025-08-09T19:18:00.766556
TOI-2076 c,TOI-2076,1,4,Transit,2021,21.015327,0.142,3.69441587,0.32959428,55.0,0.173049352382149,543.16,0.796,0.8557,5192.0,41.9091,217.3920159,39.7903991,2025-08-09T19:18:00.766557
TOI-2076 d,TOI-2076,1,4,Transit,2021,35.125686,0.199,3.43087751,0.30608292,29.0,0.0912442039833148,457.68,0.796,0.8557,5192.0,41.9091,217.3920159,39.7903991,2025-08-09T19:18:00.766559
TOI-2081 b,TOI-2081,1,1,Transit,2022,10.50534,0.0752,2.04,0.18199692,,,488.0,0.534,0.54,3800.0,62.3446,264.3022634,53.0255666,2025-08-09T19:18:00.766561
TOI-2084 b,TOI-2084,2,1,Transit,2023,6.0784247,0.05006,2.47,0.22035902,,,527.0,0.475,0.453,3551.0,114.549,259.2545389,72.7470231,2025-08-09T19:18:00.766563
TOI-2088 b,TOI-2088,1,1,Transit,2024,124.72997,0.472,3.6831179,0.32858634,37.0,0.116415018875264,300.33,0.8481,0.9027,5081.0,126.46,261.3748943,75.8822796,2025-08-09T19:18:00.766564
TOI-2095 b,TOI-2095,1,2,Transit,2023,17.66484,0.101,1.25,0.11151772,4.1,0.0129000426321238,347.0,0.44,0.44,3759.0,41.9176,285.6365235,75.4185135,2025-08-09T19:18:00.766565
TOI-2095 c,TOI-2095,1,2,Transit,2023,28.17232,0.137,1.33,0.11865486,7.4,0.0232830037750527,297.0,0.44,0.44,3759.0,41.9176,285.6365235,75.4185135,2025-08-09T19:18:00.766567
TOI-2096 b,TOI-2096,1,2,Transit,2023,3.1190633,0.025,1.243,0.11089322,,,445.0,0.235,0.231,3300.0,48.4809,151.6186989,74.8272107,2025-08-09T19:18:00.766568
TOI-2096 c,TOI-2096,1,2,Transit,2023,6.38784,0.04,1.914,0.17075594,,,349.0,0.235,0.231,3300.0,48.4809,151.6186989,74.8272107,2025-08-09T19:18:00.766569
TOI-2107 b,TOI-2107,1,1,Transit,2024,2.4545467,0.03515,13.57407563,1.211,263.79757781,0.83,1397.0,0.932,0.961,5627.0,236.705,286.7965405,-58.6968348,2025-08-09T19:18:00.766571
TOI-2109 b,TOI-2109,1,1,Transit,2021,0.67247414,0.01791,15.098497,1.347,1595.49860314,5.02,3646.0,1.698,1.453,6540.0,262.041,253.1862971,16.5799153,2025-08-09T19:18:00.766572
TOI-2120 b,TOI-2120,1,1,Transit,2024,5.7998164,0.0377,2.122,0.18931249,6.8,0.0213951926581566,384.0,0.245,0.211,3131.0,32.1755,23.507315,65.5139877,2025-08-09T19:18:00.766574
TOI-2128 b,TOI-2128,1,1,Transit,2024,16.34136,0.127,2.08874836,0.18634597,4.5,0.0141585833767213,780.53,1.1174,1.0251,5968.0,36.578,256.9817998,32.1053027,2025-08-09T19:18:00.766575
TOI-2134 b,TOI-2134,1,2,Transit,2023,9.2292005,0.078,2.69,0.23998614,9.13,0.0287261924954367,666.0,0.709,0.744,4580.0,22.6202,271.9355015,39.0729269,2025-08-09T19:18:00.766576
TOI-2134 c,TOI-2134,1,2,Transit,2023,95.5,0.371,7.27,0.64858707,41.89,0.131800679477967,306.0,0.709,0.744,4580.0,22.6202,271.9355015,39.0729269,2025-08-09T19:18:00.766578
TOI-2136 b,TOI-2136,1,1,Transit,2022,7.851928,0.057,2.19,0.19537905,6.37,0.0200422613577143,395.0,0.34,0.34,3342.0,33.3631,281.1763433,36.5631318,2025-08-09T19:18:00.766579
TOI-2141 b,TOI-2141,1,1,Transit,2023,18.26157,0.133,3.05,0.278,24.0,0.075,722.0,0.98,0.94,5659.0,77.682,258.7623456,18.3403449,2025-08-09T19:18:00.766580
TOI-2145 b,TOI-2145,1,1,Transit,2023,10.261127,0.111,12.41899699,1.10795061,1767.0,5.55960373925922,1363.43,2.7505,1.7169,6200.0,224.731,263.7580753,40.6950428,2025-08-09T19:18:00.766582
TOI-2152 A b,TOI-2152,3,1,Transit,2023,3.3773512,0.05064,14.35870428,1.281,899.45439181,2.83,1802.0,1.612,1.516,6630.0,303.006,26.3389717,77.7901231,2025-08-09T19:18:00.766583
TOI-2154 b,TOI-2154,1,1,Transit,2023,3.8240801,0.0513,16.28664896,1.453,292.40213444,0.92,1580.0,1.396,1.233,6280.0,296.46,71.0281482,84.3642652,2025-08-09T19:18:00.766585
TOI-2158 b,TOI-2158,1,1,Transit,2022,8.60077,0.075,10.76062147,0.96,260.61929374,0.82,1188.0,1.41,1.12,5673.0,198.473,276.8100527,20.5268868,2025-08-09T19:18:00.766586
TOI-216.02,TOI-216,1,2,Transit,2019,17.16073,0.1293,8.0,0.71371342,18.751876013,0.059,628.0,0.748,0.77,5026.0,177.945,73.9800129,-63.2603301,2025-08-09T19:18:00.766587
TOI-216.01,TOI-216,1,2,Transit,2019,34.525528,0.2069,10.1,0.9010632,177.98390792,0.56,497.0,0.748,0.77,5026.0,177.945,73.9800129,-63.2603301,2025-08-09T19:18:00.766589
TOI-2169 A b,TOI-2169 A,2,1,Transit,2025,8.2148282,0.0896,12.50922246,1.116,329.588058059,1.037,1364.0,1.82,1.42,6270.0,351.487,279.1701117,23.2586193,2025-08-09T19:18:00.766590
TOI-2180 b,TOI-2180,1,1,Transit,2022,260.79,0.828,11.32107051,1.01,875.617261285,2.755,348.0,1.636,1.111,5695.0,116.685,277.94363,56.6506789,2025-08-09T19:18:00.766592
TOI-2193 A b,TOI-2193 A,2,1,Transit,2022,2.1225735,0.03319,19.83989584,1.77,298.75870258,0.94,1763.0,1.248,1.082,5966.0,337.064,313.691232,-72.8046404,2025-08-09T19:18:00.766593
TOI-2196 b,TOI-2196,1,1,Transit,2022,1.1947268,0.02234,3.51,0.31314176,26.0,0.081805148398834,1860.0,1.043,1.032,5634.0,259.947,312.3400744,-70.4850723,2025-08-09T19:18:00.766594
TOI-220 b,TOI-220,1,1,Transit,2021,10.695264,0.08911,3.03,0.27031896,13.8,0.0434196556886119,805.0,0.858,0.825,5298.0,90.7402,91.7996988,-61.9972098,2025-08-09T19:18:00.766596
TOI-2202 b,TOI-2202,1,2,Transit,2021,11.9126075,0.09564,10.95117414,0.977,287.316879928,0.904,652.07,0.808,0.841,5169.0,235.933,51.2284214,-73.9575458,2025-08-09T19:18:00.766597
TOI-2202 c,TOI-2202,1,2,Transit Timing Variations,2021,24.6744,0.15544,13.4,1.19,117.278682183,0.369,,0.794,0.823,5144.0,235.933,51.2284214,-73.9575458,2025-08-09T19:18:00.766598
TOI-2207 b,TOI-2207,1,1,Transit,2022,8.001968,0.0854,11.1529358,0.995,203.41018048,0.64,1259.0,1.564,1.296,6101.0,373.345,307.5966925,-44.8876181,2025-08-09T19:18:00.766600
TOI-2211.01,TOI-2211,1,1,Transit,2024,3.092686757,0.04011,1.561,0.13926333,,,1057.09,0.834,0.9,5253.0,70.2932,308.5390859,-29.6726127,2025-08-09T19:18:00.766601
TOI-2236 b,TOI-2236,1,1,Transit,2022,3.5315902,0.05009,14.36991326,1.282,502.16888306,1.58,1688.0,1.573,1.343,6248.0,355.59,20.1660113,-86.979965,2025-08-09T19:18:00.766602
TOI-2257 b,TOI-2257,1,1,Transit,2021,35.189346,0.145,2.194,0.19573591,,,256.0,0.313,0.328,3430.0,57.7911,194.7396141,77.6617157,2025-08-09T19:18:00.766604
TOI-2260 b,TOI-2260,1,1,Transit,2022,0.3524728,0.0097,1.62,0.14452697,,,2609.0,0.94,0.99,5534.0,101.251,247.6669998,49.0467891,2025-08-09T19:18:00.766605
TOI-2266 b,TOI-2266,1,1,Transit,2024,2.326318,0.02,1.54,0.13738983,,,550.0,0.24,0.23,3200.0,51.6004,245.2800398,31.5770413,2025-08-09T19:18:00.766606
TOI-2274 b,TOI-2274,1,1,Transit,2024,2.67963,0.05,2.45,0.21857474,,,771.46,0.631,0.612,3943.0,48.876,277.459311,40.5414117,2025-08-09T19:18:00.766608
TOI-2285 b,TOI-2285,1,1,Transit,2021,13.635109,0.1363,1.77,0.1579091,19.5,0.0613538612991255,358.0,0.464,0.454,3491.0,42.409,332.5632644,58.7060934,2025-08-09T19:18:00.766609
TOI-2295 b,TOI-2295,1,2,Transit,2024,30.033302,0.1992,16.47720163,1.47,278.099856125,0.875,747.0,1.459,1.168,5730.0,126.279,281.5761962,50.4924657,2025-08-09T19:18:00.766610
TOI-2295 c,TOI-2295,1,2,Radial Velocity,2024,966.5,2.018,12.8,1.14,,,234.9,1.459,1.168,5730.0,126.279,281.5761962,50.4924657,2025-08-09T19:18:00.766612
TOI-2328 b,TOI-2328,1,1,Transit,2025,17.10197,0.127,9.97599282,0.89,50.85254512,0.16,842.0,0.9,0.95,5525.0,231.782,31.6907424,-81.247376,2025-08-09T19:18:00.766613
TOI-2338 b,TOI-2338,1,1,Transit,2023,22.65398,0.158,11.2089807,1.0,1900.61387386,5.98,799.0,1.05,0.99,5581.0,313.996,81.3445824,-34.6682491,2025-08-09T19:18:00.766615
TOI-2346 b,TOI-2346,1,1,Transit,2025,3.3312029,0.0473,16.11851425,1.438,394.10722468,1.24,1689.0,1.38,1.271,6480.0,437.484,88.0929073,-13.3724686,2025-08-09T19:18:00.766617
TOI-2364 b,TOI-2364,1,1,Transit,2023,4.0197517,0.04871,8.60849718,0.768,71.511391575,0.225,1091.0,0.886,0.954,5306.0,219.614,89.1300265,-5.0120298,2025-08-09T19:18:00.766619
TOI-2368 b,TOI-2368,1,1,Transit,2024,5.1750073,0.05649,10.83908434,0.967,206.58846455,0.65,1000.0,0.846,0.897,5360.0,210.915,134.9576234,-48.4884929,2025-08-09T19:18:00.766620
TOI-237 b,TOI-237,1,1,Transit,2020,5.436098,0.0341,1.44,0.1284682,,,388.0,0.211,0.179,3212.0,38.0749,353.2435381,-29.416487,2025-08-09T19:18:00.766621
TOI-2373 b,TOI-2373,1,1,Transit,2023,13.33668,0.112,10.42435205,0.93,2955.8041851,9.3,860.0,1.102,1.041,5651.0,508.686,61.6862197,-16.7557546,2025-08-09T19:18:00.766623
TOI-2374 b,TOI-2374,1,1,Transit,2024,4.31361,0.0471,6.81,0.60754855,56.64,0.178209369434998,885.0,0.69,0.75,4802.0,134.655,319.4982407,-22.0498228,2025-08-09T19:18:00.766624
TOI-2379 b,TOI-2379,1,1,Transit,2024,5.4693827,0.05263,11.72459381,1.046,1830.69162432,5.76,624.0,0.622,0.645,3707.0,211.247,358.0920465,-53.043156,2025-08-09T19:18:00.766626
TOI-238 b,TOI-238,1,2,Transit,2024,1.273114,0.0212,1.612,0.14381326,3.4,0.0106975963290783,1456.61,0.75,0.788,5080.0,80.5407,349.2310814,-18.6066463,2025-08-09T19:18:00.766627
TOI-238 c,TOI-238,1,2,Radial Velocity,2024,8.465651,0.0749,2.18,0.19448691,6.7,0.0210805574720072,696.0,0.733,0.79,5059.0,80.5407,349.2310814,-18.6066463,2025-08-09T19:18:00.766628
TOI-2382 b,TOI-2382,1,1,Transit,2025,4.6612061,0.059,12.25141591,1.093,235.19302118,0.74,1426.0,1.417,1.26,6033.0,434.92,356.3751852,-16.114124,2025-08-09T19:18:00.766630
TOI-2384 b,TOI-2384,1,1,Transit,2024,2.13570304,0.02793,11.48920522,1.025,624.850648162,1.966,889.7,0.6113,0.635,3943.0,191.51,36.1561463,-65.0001957,2025-08-09T19:18:00.766631
TOI-2406 b,TOI-2406,1,1,Transit,2021,3.0766891,0.02267,2.86,0.25515255,15.6,0.0490830890393004,449.0,0.204,0.166,3100.0,55.419,8.8060544,-3.3720833,2025-08-09T19:18:00.766632
TOI-2407 b,TOI-2407,1,1,Transit,2025,2.702969,0.033,4.26,0.3800524,,,705.0,0.567,0.548,3530.0,92.4366,49.746545,-46.458025,2025-08-09T19:18:00.766634
TOI-2411 b,TOI-2411,1,1,Transit,2022,0.7826942,0.0144,1.68,0.14987982,,,1355.0,0.68,0.65,4099.0,59.5362,20.9224567,-8.7017944,2025-08-09T19:18:00.766635
TOI-2416 b,TOI-2416,1,1,Transit,2023,8.275479,0.0831,9.86390302,0.88,953.485221,3.0,1080.0,1.236,1.118,5808.0,557.733,57.3389409,-60.7871861,2025-08-09T19:18:00.766637
TOI-2420 b,TOI-2420,1,1,Transit,2024,5.842641,0.0684,15.02003414,1.34,294.626933289,0.927,1571.6,2.369,1.158,5707.0,435.174,14.8268138,-19.7711643,2025-08-09T19:18:00.766638
TOI-2421 b,TOI-2421,1,1,Transit,2022,4.3474032,0.0543,10.36830715,0.925,105.836859531,0.333,1534.0,1.75,1.131,5607.0,327.927,33.1540208,-35.3909182,2025-08-09T19:18:00.766639
TOI-2427 b,TOI-2427,1,1,Transit,2022,1.3060011,0.0202,1.8,0.16058552,,,1117.0,0.65,0.64,4072.0,28.5147,52.2917315,-31.3628665,2025-08-09T19:18:00.766641
TOI-244 b,TOI-244,1,1,Transit,2023,7.397225,0.0559,1.52,0.13560555,2.68,0.00843222298880288,458.0,0.426,0.428,3433.0,22.0337,10.5697537,-36.7179743,2025-08-09T19:18:00.766642
TOI-2443 b,TOI-2443,1,1,Transit,2023,15.66858,0.105,2.363,0.2108131,4.8,0.0151024889351693,519.0,0.631,0.642,4375.0,23.9258,40.1798608,1.1996757,2025-08-09T19:18:00.766643
TOI-2445 b,TOI-2445,1,1,Transit,2022,0.3711281,0.0064,1.25,0.11151772,,,1060.0,0.27,0.25,3333.0,48.582,43.3161555,0.0523366,2025-08-09T19:18:00.766645
TOI-2447 b,TOI-2447,1,1,Transit,2024,69.33684,0.347,9.60609646,0.857,124.906563951,0.393,414.0,1.006,1.034,5730.0,148.987,70.9975864,-31.9066369,2025-08-09T19:18:00.766646
TOI-2458 b,TOI-2458,1,2,Transit,2024,3.73659,0.0482,2.83,0.25247612,13.31,0.04187794327648,1509.4,1.31,1.05,6005.0,112.958,79.621529,1.253439,2025-08-09T19:18:00.766648
TOI-2458 c,TOI-2458,1,2,Radial Velocity,2024,16.553,0.129,3.18,0.283,,,,1.31,1.05,6005.0,112.958,79.621529,1.253439,2025-08-09T19:18:00.766649
TOI-2485 b,TOI-2485,1,1,Transit,2024,11.23479,0.1093,12.1393261,1.083,766.602117684,2.412,1134.0,1.72,1.163,6016.4,397.953,205.2043217,22.9839692,2025-08-09T19:18:00.766650
TOI-2497 b,TOI-2497,1,1,Transit,2023,10.655669,0.1166,11.14172682,0.994,1531.93292174,4.82,1595.0,2.36,1.859,7360.0,285.289,90.0625878,11.8840577,2025-08-09T19:18:00.766652
TOI-2498 b,TOI-2498,1,1,Transit,2023,3.738252,0.0491,6.06,0.54063792,34.62,0.108926701444909,1443.0,1.26,1.12,5905.0,275.265,95.4162204,11.2516477,2025-08-09T19:18:00.766653
TOI-251 b,TOI-251,1,1,Transit,2021,4.93777,0.05741,2.74,0.24444643,317.83,1.0,1041.19,0.881,1.036,5875.0,99.523,353.0620655,-37.2558629,2025-08-09T19:18:00.766654
TOI-2524 b,TOI-2524,1,1,Transit,2023,7.18585,0.073,11.2089807,1.0,203.41018048,0.64,1100.0,1.119,1.007,5831.0,438.842,160.8868435,-1.9126984,2025-08-09T19:18:00.766656
TOI-2525 b,TOI-2525,1,2,Transit,2023,23.2856,0.1511,8.67575106,0.774,26.697586188,0.084,512.97,0.785,0.849,5096.0,395.398,86.8509737,-60.5213081,2025-08-09T19:18:00.766657
TOI-2525 c,TOI-2525,1,2,Transit,2023,49.2519,0.249,10.13291855,0.904,208.813263399,0.657,399.96,0.785,0.849,5096.0,395.398,86.8509737,-60.5213081,2025-08-09T19:18:00.766658
TOI-2529 b,TOI-2529,1,1,Transit,2024,64.5949,0.327,11.54525012,1.03,743.71847238,2.34,636.0,1.7,1.11,5802.0,296.271,118.9945352,-52.3548332,2025-08-09T19:18:00.766660
TOI-2537 b,TOI-2537,1,2,Transit,2024,94.1022,0.3715,11.25381662,1.004,415.401727949,1.307,338.0,0.771,0.771,4870.0,184.986,54.3882661,10.0577464,2025-08-09T19:18:00.766661
TOI-2537 c,TOI-2537,1,2,Radial Velocity,2024,1920.0,2.78,12.7,1.13,,,123.1,0.771,0.771,4870.0,184.986,54.3882661,10.0577464,2025-08-09T19:18:00.766662
TOI-2567 b,TOI-2567,1,1,Transit,2022,5.983944,0.0672,10.92875618,0.975,63.883509807,0.201,1352.0,1.686,1.13,5611.0,504.775,288.4656683,66.3479375,2025-08-09T19:18:00.766664
TOI-257 b,TOI-257,1,1,Transit,2021,18.38818,0.1528,7.16253867,0.639,43.860320166,0.138,1027.0,1.867,1.407,6095.0,76.9028,47.5172608,-50.8322632,2025-08-09T19:18:00.766665
TOI-2570 b,TOI-2570,1,1,Transit,2022,2.9887615,0.04145,13.64132951,1.217,260.61929374,0.82,1431.0,1.095,1.063,5771.0,361.857,87.1880397,32.0840435,2025-08-09T19:18:00.766667
TOI-2580 b,TOI-2580,1,1,Transit,2024,3.39775,0.048,17.37392009,1.55,200.23189641,0.63,2410.0,1.81,1.33,6120.0,379.253,62.1992072,67.1165264,2025-08-09T19:18:00.766668
TOI-2583 A b,TOI-2583 A,2,1,Transit,2023,4.5207265,0.0571,14.4595851,1.29,79.45710175,0.25,1456.0,1.477,1.215,5936.0,566.189,272.2670293,45.3368996,2025-08-09T19:18:00.766669
TOI-2587 A b,TOI-2587 A,2,1,Transit,2023,5.45664,0.0635,12.07207221,1.077,69.286592726,0.218,1445.0,1.726,1.15,5760.0,373.675,115.9317105,-1.073333,2025-08-09T19:18:00.766671
TOI-2589 b,TOI-2589,1,1,Transit,2023,61.6277,0.3,12.10569916,1.08,1112.3994245,3.5,592.0,1.07,0.93,5579.0,200.273,107.4881501,-37.230948,2025-08-09T19:18:00.766674
TOI-260 b,TOI-260,1,1,Transit,2024,13.475853,0.0943,1.71,0.15255624,4.23,0.013309068374118,493.0,0.607,0.616,4026.0,20.1852,4.7730178,-9.9661505,2025-08-09T19:18:00.766675
TOI-261.01,TOI-261,1,1,Transit,2024,3.3639254,0.034792189,3.0449863,0.27136114,,,1722.49,1.28018,0.496728,5890.3,114.495,15.2181412,-24.4239934,2025-08-09T19:18:00.766676
